Amount - Order Total,Item - Fill SKU,Item - Price,Item - Qty,Item - SKU,Ship To - State,Date - Order Date
"283.45",,"259.99","1","Air-Cooler-Big-0001","CA","7/22/2021 2:52:15 PM"
"252.99",,"229.99","1","Air-cooler-Non-0002","WA","7/22/2021 3:05:39 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","7/22/2021 3:34:43 PM"
"324.74",,"299.99","1","DESK03-BLK-BLK-L-22","TX","7/22/2021 4:25:58 PM"
"204.71",,"189.99","1","DBBL-52-One-2112","CA","7/22/2021 4:33:22 PM"
"246.43",,"229.99","1","Air-cooler-Non-0002","UT","7/22/2021 6:17:17 PM"
"244.74",,"229.99","1","Air-cooler-Non-0002","OH","7/22/2021 9:13:09 PM"
"249.38",,"229.99","1","Air-Cooler-None-Fan-1","NY","7/23/2021 4:32:48 AM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","MT","7/23/2021 6:36:21 AM"
"267.15",,"259.99","1","Air-Cooler-Big-0001","CO","7/23/2021 6:57:00 AM"
"559.96",,"139.99","4","BT-TRIPOD-01","IL","7/23/2021 7:48:54 AM"
"617.36",,"139.99","4","BT-TRIPOD-01","CA","7/16/2021 4:47:05 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","7/23/2021 10:02:44 AM"
"284.45",,"263.99","1","Air-cooler-Big-1","CA","7/23/2021 10:01:00 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","MD","7/23/2021 10:41:54 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","AL","7/23/2021 10:55:34 AM"
"283.45",,"259.99","1","Air-Cooler-Big-0001","CA","7/23/2021 11:00:02 AM"
"127.26",,"115.95","1","BT-01","TN","7/23/2021 11:07:18 AM"
"155.04",,"139.99","1","BT-TRIPOD-01","CA","7/23/2021 11:32:33 AM"
"243.10",,"229.99","1","Air-cooler-Non-0002","PA","7/23/2021 1:34:36 PM"
"126.10",,"115.95","1","BT-01","CA","7/23/2021 3:39:58 PM"
"291.93",,"269.99","1","DESK03-BLK-BLK-M-11","NY","7/23/2021 4:27:27 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","7/23/2021 4:50:39 PM"
"217.24",,"199.99","1","DB-52-122","NY","7/23/2021 5:37:18 PM"
"221.49",,"199.99","1","DB-52-122","CA","7/23/2021 5:58:52 PM"
"285.99",,"259.99","1","Air-Cooler-Big-0001","CA","7/23/2021 6:37:18 PM"
"115.95",,"115.95","1","BT-01","ME","7/24/2021 4:49:46 AM"
"250.40",,"229.99","1","Air-cooler-Non-0002","NY","7/24/2021 7:27:02 AM"
"247.24",,"229.99","1","Air-cooler-Non-0002","CO","7/24/2021 10:23:53 AM"
"250.40",,"229.99","1","Air-cooler-Non-0002","NY","7/24/2021 10:55:15 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","AL","7/24/2021 11:22:46 AM"
"213.63",,"195.99","1","Stand-D-002","IL","7/24/2021 1:43:51 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/24/2021 2:03:02 PM"
"201.39",,"189.99","1","Dumbbell-002-52-Black-1","PA","7/25/2021 12:48:20 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","7/25/2021 7:14:06 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","7/25/2021 8:25:09 AM"
"904.95",,"639.99","1","DBBL-90-TWO-3","CA","7/25/2021 8:47:41 AM"
"904.95",,"195.99","1","Stand-D-002","CA","7/25/2021 8:47:41 AM"
"149.44",,"139.99","1","BT-TRIPOD-01","NC","7/25/2021 10:44:17 AM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IL","7/25/2021 11:25:12 AM"
"282.41",,"259.99","1","Air-Cooler-Big-0001","OK","7/25/2021 11:58:35 AM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/25/2021 12:42:38 PM"
"202.34",,"189.99","1","DBBL-52-One-2112","FL","7/25/2021 4:51:56 PM"
"282.21",,"263.99","1","Air-cooler-Big-1","UT","7/25/2021 5:07:12 PM"
"681.59",,"639.99","1","DBBL-90-TWO-3","SD","7/25/2021 9:26:03 PM"
"124.07",,"115.95","1","BT-01","GA","7/23/2021 5:59:43 AM"
"225.90",,"112.95","2","BT1-0002-1","FL","7/26/2021 5:32:35 AM"
"122.27",,"112.95","1","BT1-0002-1","TX","7/26/2021 7:38:52 AM"
"225.90",,"112.95","2","BT1-0002-1","FL","7/26/2021 8:08:22 AM"
"338.85",,"112.95","3","BT1-0002-1","MD","7/26/2021 11:17:15 AM"
"249.65",,"229.99","1","Air-cooler-Non-0002","CA","7/26/2021 11:32:26 AM"
"205.78",,"189.99","1","DBBL-52-One-2112","NM","7/26/2021 11:54:00 AM"
"0.00",,,,,"NC","7/26/2021 2:27:37 PM"
"201.39",,"189.99","1","DBBL-52-One-2112","PA","7/26/2021 1:31:58 PM"
"243.52",,"112.95","2","BT1-0002-1","WA","7/26/2021 2:12:27 PM"
"16.04",,"14.99","1","CAS-1202-ROSE-M","FL","7/26/2021 2:30:30 PM"
"206.85",,"189.99","1","DBBL-52-One-2112","MN","7/26/2021 2:54:13 PM"
"697.59",,"639.99","1","DBBL-90-TWO-3","WA","7/26/2021 3:07:34 PM"
"346.42",,"318.99","1","E1-FLOG-Y6RC","WA","7/26/2021 3:15:15 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","KY","7/26/2021 7:07:09 PM"
"703.67",,"639.99","1","DBBL-90-TWO-3","LA","7/26/2021 7:12:41 PM"
"705.59",,"639.99","1","DBBL-90-TWO-3","CA","7/25/2021 11:37:46 PM"
"249.83",,"229.99","1","Air-Cooler-None-Fan-1","OK","7/26/2021 8:44:13 PM"
"16.41",,"14.99","1","CAS-1906-BLK-M","CA","7/26/2021 11:42:01 PM"
"125.23",,"115.95","1","BT-01","SC","7/27/2021 6:37:11 AM"
"233.85",,"219.99","1","Air-cooler-Non-0002","FL","7/27/2021 6:43:50 AM"
"375.69",,"115.95","3","BT-01","AL","7/27/2021 6:48:05 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","SC","7/27/2021 8:06:13 AM"
"233.19",,"219.99","1","Air-cooler-Non-0002","MD","7/27/2021 9:39:13 AM"
"238.91",,"219.99","1","Air-cooler-Non-0002","WA","7/27/2021 9:45:00 AM"
"691.19",,"639.99","1","DBBL-90-TWO-3","GA","7/27/2021 11:52:57 AM"
"296.00",,"275.99","1","Air-cooler-Tower-3","CA","7/27/2021 1:11:26 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MD","7/27/2021 5:51:30 PM"
"679.99",,"639.99","1","DBBL-90-TWO-3","MA","7/27/2021 7:06:38 PM"
"429.96",,"389.99","1","DBBL-90-One-12","CA","7/27/2021 11:38:26 PM"
"219.99",,"219.99","1","Air-cooler-Non-0002","OR","7/28/2021 12:22:29 AM"
"203.29",,"189.99","1","DBBL-52-One-2112","NC","7/28/2021 12:38:06 AM"
"409.49",,"389.99","1","DBBL-90-One-12","WI","7/28/2021 9:04:12 AM"
"233.85",,"219.99","1","Air-cooler-Non-0002","FL","7/28/2021 10:31:43 AM"
"683.19",,"639.99","1","DBBL-90-TWO-3","UT","7/28/2021 11:07:06 AM"
"232.09",,"219.99","1","Air-cooler-Non-0002","WI","7/28/2021 11:49:41 AM"
"291.17",,"275.99","1","Air-cooler-Tower-3","WI","7/28/2021 1:09:09 PM"
"2759.22",,"139.99","18","BT-TRIPOD-01","CA","7/23/2021 3:51:00 PM"
"235.66",,"219.99","1","Air-cooler-Non-0002","CA","7/28/2021 8:01:49 PM"
"229.92",,"219.99","1","Air-cooler-Non-0002","CO","7/28/2021 9:54:13 PM"
"201.86",,"189.99","1","DBBL-52-One-2112","MA","7/29/2021 4:04:21 AM"
"307.28",,"139.99","2","BT-Tripod-007","TN","7/24/2021 1:57:06 PM"
"297.38",,"275.99","1","Air-cooler-Tower-3","CA","7/29/2021 8:57:34 AM"
"238.47",,"219.99","1","Air-cooler-Non-0002","WA","7/29/2021 10:35:25 AM"
"695.67",,"639.99","1","DBBL-90-TWO-3","AZ","7/29/2021 9:50:22 AM"
"684.79",,"639.99","1","DBBL-90-TWO-3","FL","7/29/2021 12:30:00 PM"
"303.13",,"279.99","1","Air-cooler-Big-1","NV","7/29/2021 1:14:04 PM"
"294.34",,"275.99","1","Air-cooler-Tower-3","SC","7/29/2021 3:01:10 PM"
"232.53",,"219.99","1","Air-cooler-Non-0002","PA","7/29/2021 3:43:00 PM"
"240.34",,"219.99","1","Air-cooler-Non-0002","CA","7/29/2021 5:34:50 PM"
"290.00",,"265.99","1","Air-cooler-Tower-5","CA","7/30/2021 11:03:13 AM"
"239.64",,"219.99","1","Air-cooler-Non-0002","WA","7/30/2021 3:58:14 PM"
"239.22",,"219.99","1","Air-cooler-Non-0002","AZ","7/30/2021 5:06:03 PM"
"240.61",,"219.99","1","Air-cooler-Non-0002","CA","7/30/2021 6:42:24 PM"
"300.83",,"275.99","1","Air-cooler-Tower-3","CA","7/30/2021 8:04:36 PM"
"317.99",,"299.99","1","DESK03-BRC-GRY-L-2","MD","7/30/2021 8:42:34 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","PA","7/31/2021 5:21:10 AM"
"429.96",,"389.99","1","DBBL-90-One-12","CA","7/31/2021 10:46:56 AM"
"238.14",,"219.99","1","Air-cooler-Non-0002","CA","7/31/2021 1:12:52 PM"
"308.69",,"279.99","1","Air-cooler-Big-1","WA","7/31/2021 2:15:53 PM"
"201.39",,"189.99","1","DBBL-52-One-2112","PA","7/31/2021 6:08:38 PM"
"694.39",,"639.99","1","DBBL-90-TWO-3","CA","7/31/2021 8:34:30 PM"
"299.59",,"279.99","1","Air-cooler-Big-1","FL","8/1/2021 1:52:51 PM"
"280.79",,"259.99","1","Air-Cooler-Big-0001","GA","8/1/2021 5:59:19 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IN","8/1/2021 6:29:16 PM"
"703.19",,"639.99","1","DBBL-90-TWO-3","CA","8/2/2021 12:47:43 AM"
"151.89",,"139.99","1","BT-TRIPOD-01","AR","8/2/2021 7:43:50 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/2/2021 9:31:27 AM"
"663.39",,"619.99","1","P-Aircooler-0003","FL","8/2/2021 9:37:55 AM"
"894.50",,"195.99","1","Stand-D-002","GA","8/2/2021 9:45:07 AM"
"894.50",,"639.99","1","DBBL-90-TWO-3","GA","8/2/2021 9:45:07 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","NJ","8/2/2021 9:46:33 AM"
"120.12",,"112.95","1","BT-0002-WHT-5","CT","8/2/2021 9:45:56 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/2/2021 9:51:01 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","IL","8/2/2021 10:06:08 AM"
"240.89",,"219.99","1","Air-cooler-Non-0002","CA","8/1/2021 10:35:26 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","IA","8/2/2021 11:40:10 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","VA","8/2/2021 11:49:20 AM"
"458.82",,"139.99","3","BT-TRIPOD-01","TN","8/2/2021 12:27:36 PM"
"663.39",,"619.99","1","P-Aircooler-0003","GA","8/2/2021 1:11:23 PM"
"201.39",,"189.99","1","DBBL-52-One-2112","VA","8/2/2021 2:38:44 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","MT","8/2/2021 4:10:01 PM"
"668.04",,"619.99","1","P-Aircooler-0003","CA","8/2/2021 4:35:20 PM"
"149.44",,"139.99","1","BT-TRIPOD-01","TX","8/2/2021 5:03:02 PM"
"281.15",,"265.99","1","Air-cooler-Tower-5","MI","8/2/2021 5:43:07 PM"
"369.93",,"348.99","1","Treadmill-W-H-0008","WV","8/2/2021 6:43:48 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","8/2/2021 6:59:55 PM"
"121.99",,"112.95","1","BT-0002-WHT-5","IL","8/2/2021 7:16:41 PM"
"559.96",,"139.99","4","BT-TRIPOD-01","NJ","8/3/2021 3:56:06 AM"
"115.95",,"115.95","1","BT-0005-WHT","NH","8/3/2021 5:17:19 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","PA","8/3/2021 6:02:32 AM"
"115.95",,"115.95","1","BT-0005-WHT","ME","8/3/2021 6:05:10 AM"
"296.78",,"139.99","2","BT-TRIPOD-01","PA","8/3/2021 6:36:50 AM"
"115.95",,"115.95","1","BT-0005-WHT","NY","8/3/2021 7:30:07 AM"
"139.99",,"139.99","1","BT-Tripod-005","VA","8/3/2021 7:50:24 AM"
"139.99",,"139.99","1","BT-Tripod-005","VA","8/3/2021 7:50:24 AM"
"139.99",,"139.99","1","BT-Tripod-005","VA","8/3/2021 7:50:24 AM"
"201.39",,"189.99","1","Dumbbell-002-52-Black-1","PA","8/3/2021 8:42:59 AM"
"122.91",,"115.95","1","BT-0005-WHT","MD","8/3/2021 9:05:54 AM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/3/2021 9:43:49 AM"
"249.88",,"115.95","2","BT-0005-WHT","CA","8/3/2021 10:12:54 AM"
"255.94",,"139.99","1","BT-TRIPOD-01","mo","8/3/2021 10:26:30 AM"
"255.94",,"115.95","1","BT-0005-WHT","mo","8/3/2021 10:26:30 AM"
"124.07",,"115.95","1","BT-0005-WHT","IA","8/3/2021 9:54:19 AM"
"1329.88",,"619.99","2","P-Aircooler-0003","CO","8/3/2021 11:30:38 AM"
"420.21",,"389.99","1","DBBL-90-One-12","CA","8/3/2021 12:17:25 PM"
"0.00",,,,,"OK","8/3/2021 2:05:10 PM"
"413.39",,"389.99","1","DBBL-90-One-12","PA","8/3/2021 12:34:08 PM"
"219.99",,"219.99","1","Air-cooler-Non-0002","MT","8/3/2021 1:04:03 PM"
"153.11",,"139.99","1","BT-TRIPOD-01","CA","8/3/2021 1:15:28 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/3/2021 1:26:33 PM"
"124.07",,"115.95","1","BT-0005-WHT","IA","8/3/2021 1:53:43 PM"
"619.99",,"619.99","1","P-Aircooler-0003","OR","8/3/2021 2:45:48 PM"
"213.53",,"195.99","1","Stand-D-002","LA","8/3/2021 5:06:47 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","8/3/2021 5:48:16 PM"
"671.91",,"619.99","1","P-Aircooler-0003","NV","8/3/2021 7:52:18 PM"
"153.22",,"139.99","1","BT-TRIPOD-01","LA","8/4/2021 5:30:36 AM"
"124.94",,"115.95","1","BT-0005-WHT","CA","8/4/2021 7:53:58 AM"
"139.99",,"139.99","1","BT-Tripod-007","TX","8/4/2021 8:27:22 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/4/2021 9:09:00 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","LA","8/4/2021 9:19:31 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","FL","8/4/2021 9:29:14 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","MD","8/4/2021 10:03:51 AM"
"152.45",,"139.99","1","BT-TRIPOD-01","WA","8/4/2021 10:22:41 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","8/4/2021 10:46:29 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","SC","8/4/2021 10:48:23 AM"
"456.72",,"139.99","3","BT-TRIPOD-01","CA","8/3/2021 5:10:54 PM"
"115.95",,"115.95","1","BT-0005-WHT","NY","8/4/2021 11:48:21 AM"
"152.94",,"139.99","1","BT-TRIPOD-01","CA","8/4/2021 12:03:18 PM"
"123.20",,"115.95","1","BT-0005-WHT","MA","8/4/2021 1:12:58 PM"
"153.92",,"139.99","1","BT-TRIPOD-01","LA","8/4/2021 1:56:42 PM"
"683.54",,"619.99","1","P-Aircooler-0003","CA","8/4/2021 2:09:36 PM"
"202.34",,"189.99","1","DBBL-52-One-2112","IL","8/4/2021 2:18:23 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/4/2021 3:18:15 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","VA","8/4/2021 4:08:29 PM"
"131.19",,"118.99","1","BT2-0001-02","IL","8/4/2021 4:55:04 PM"
"680.44",,"619.99","1","P-Aircooler-0003","CA","8/4/2021 5:03:59 PM"
"409.49",,"389.99","1","DBBL-90-One-12","WI","8/4/2021 5:18:55 PM"
"420.67",,"395.55","1","DBBL-90-One-3","CT","8/4/2021 5:56:56 PM"
"124.07",,"115.95","1","BT-0005-WHT","OH","8/4/2021 6:09:40 PM"
"151.19",,"139.99","1","BT-Tripod-005","GA","8/4/2021 7:33:47 PM"
"297.66",,"269.99","1","Air-cooler-Tower-4","CA","8/4/2021 8:38:05 PM"
"372.21",,"115.95","3","BT-0005-WHT","FL","8/4/2021 1:55:19 PM"
"245.82",,"115.95","2","BT-0005-WHT","PA","8/5/2021 4:38:44 AM"
"296.78",,"139.99","2","BT-TRIPOD-01","DC","8/5/2021 4:56:01 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","SC","8/5/2021 7:50:02 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","TX","8/5/2021 7:51:13 AM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/5/2021 8:29:03 AM"
"148.74",,"139.99","1","BT-TRIPOD-01","MA","8/5/2021 9:12:58 AM"
"115.95",,"115.95","1","BT-0005-WHT","IA","8/5/2021 9:32:06 AM"
"251.32",,"115.95","2","BT-0005-WHT","NV","8/5/2021 9:51:30 AM"
"422.16",,"389.99","1","DBBL-52-TWO","TX","8/5/2021 10:15:46 AM"
"122.27",,"112.95","1","BT-0002-WHT-5","TX","8/5/2021 10:43:13 AM"
"97.15",,"89.95","1","BT3-2","SC","8/5/2021 10:48:14 AM"
"511.88",,"139.99","2","BT-TRIPOD-01","IN","8/5/2021 11:01:32 AM"
"511.88",,"115.95","2","BT-0005-WHT","IN","8/5/2021 11:01:32 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NH","8/5/2021 11:09:21 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","8/5/2021 11:04:09 AM"
"154.34",,"139.99","1","BT-TRIPOD-01","CA","8/5/2021 12:34:55 PM"
"0.00",,,,,"WA","8/5/2021 2:23:53 PM"
"291.89",,"265.99","1","Air-cooler-Tower-5","CA","8/5/2021 1:37:42 PM"
"39.99",,"39.99","1","TRIPOD-03","NY","8/5/2021 1:55:55 PM"
"126.27",,"115.95","1","BT-0005-WHT","GA","8/5/2021 2:29:59 PM"
"127.66",,"115.95","1","BT-0005-WHT","WA","8/5/2021 2:56:16 PM"
"127.66",,"115.95","1","BT-0005-WHT","WA","8/5/2021 2:58:18 PM"
"305.88",,"139.99","2","BT-Tripod-007","IL","8/5/2021 4:08:22 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","VA","8/5/2021 5:14:37 PM"
"304.84",,"279.99","1","Air-cooler-Big-1","NY","8/5/2021 5:41:38 PM"
"304.64",,"139.99","2","BT-TRIPOD-01","CO","8/5/2021 6:53:16 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","PA","8/5/2021 8:10:16 PM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","8/5/2021 8:16:40 PM"
"420.21",,"389.99","1","DBBL-90-One-12","CA","8/5/2021 8:20:26 PM"
"282.61",,"259.99","1","Air-Cooler-Big-0001","AZ","8/5/2021 9:47:16 PM"
"457.65",,"139.99","3","BT-TRIPOD-01","KS","8/6/2021 5:57:47 AM"
"619.99",,"619.99","1","P-Aircooler-0003","OR","8/6/2021 6:59:59 AM"
"124.07",,"115.95","1","BT-0005-WHT","SC","8/6/2021 7:24:14 AM"
"151.12",,"139.99","1","BT-TRIPOD-01","LA","8/6/2021 8:01:07 AM"
"39.99",,"39.99","1","TRIPOD-03","FL","8/6/2021 8:28:08 AM"
"303.08",,"139.99","2","BT-TRIPOD-01","TX","8/6/2021 8:42:33 AM"
"0.00",,,,,"TX","8/6/2021 10:03:20 AM"
"325.11",,"299.99","1","DESK03-BLK-GRY-L-11","NV","8/6/2021 9:24:27 AM"
"288.25",,"265.99","1","Air-cooler-Tower-5","CO","8/6/2021 10:14:31 AM"
"402.78",,"189.99","2","DBBL-52-One-2112","VA","8/6/2021 11:47:19 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","8/6/2021 12:15:53 PM"
"148.39",,"139.99","1","BT-TRIPOD-01","DC","8/6/2021 12:18:07 PM"
"199.98",,"99.99","2","BT3-01","WI","8/6/2021 12:25:48 PM"
"44.03",,"39.99","1","TRIPOD-03","WA","8/6/2021 12:37:09 PM"
"237.04",,"219.99","1","Air-cooler-Non-0002","CA","8/6/2021 1:06:07 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/6/2021 1:50:34 PM"
"43.29",,"39.99","1","TRIPOD-03","TX","8/6/2021 3:03:21 PM"
"43.05",,"39.99","1","TRIPOD-03","NM","8/6/2021 3:31:16 PM"
"687.99",,"639.99","1","DBBL-90-TWO-3","OH","8/6/2021 3:29:37 PM"
"148.39",,"139.99","1","BT-TRIPOD-01","GA","8/6/2021 4:46:43 PM"
"300.83",,"275.99","1","Air-cooler-Tower-3","CA","8/6/2021 4:42:27 PM"
"679.99",,"639.99","1","DBBL-90-TWO-3","MA","8/6/2021 7:07:42 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MD","8/7/2021 5:31:54 AM"
"153.29",,"139.99","1","BT-Tripod-007","CA","8/7/2021 5:44:49 AM"
"292.55",,"275.99","1","Air-cooler-Tower-3","MI","8/7/2021 9:25:38 AM"
"295.31",,"275.99","1","Air-cooler-Tower-3","IN","8/7/2021 12:54:10 PM"
"691.19",,"639.99","1","DBBL-90-TWO-3","GA","8/7/2021 1:23:30 PM"
"219.99",,"219.99","1","Air-cooler-Non-0002","OR","8/7/2021 3:10:28 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NH","8/7/2021 6:47:58 PM"
"129.66",,"118.95","1","BT-1-11","AR","8/8/2021 7:26:48 AM"
"668.04",,"619.99","1","P-Aircooler-0003","CA","8/8/2021 8:23:16 AM"
"287.93",,"265.99","1","Air-cooler-Tower-5","TX","8/8/2021 9:34:14 AM"
"563.52",,"259.99","2","Air-Cooler-Big-0001","NV","8/8/2021 9:34:00 AM"
"128.76",,"118.95","1","BT-1-11","TX","8/8/2021 10:20:09 AM"
"422.16",,"389.99","1","DBBL-52-TWO","TX","8/8/2021 11:48:44 AM"
"238.03",,"219.99","1","Air-cooler-Non-0002","CO","8/8/2021 1:15:42 PM"
"669.90",,"619.99","1","P-Aircooler-0003","AZ","8/8/2021 2:11:01 PM"
"301.93",,"275.99","1","Air-cooler-Tower-3","WA","8/8/2021 2:14:38 PM"
"204.24",,"189.99","1","DBBL-52-One-2112","FL","8/8/2021 4:24:27 PM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","8/8/2021 7:15:38 PM"
"1399.90",,"139.99","10","BT-TRIPOD-01","TX","8/5/2021 1:15:28 PM"
"679.83",,"39.99","17","TRIPOD-03","NJ","8/9/2021 7:52:36 AM"
"154.34",,"139.99","1","BT-TRIPOD-01","CA","8/9/2021 8:05:26 AM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/9/2021 8:06:50 AM"
"904.95",,"195.99","1","Stand-D-002","TX","8/9/2021 8:40:00 AM"
"904.95",,"639.99","1","DBBL-90-TWO-3","TX","8/9/2021 8:40:00 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","MO","8/9/2021 8:45:00 AM"
"679.99",,"639.99","1","DBBL-90-TWO-3","MA","8/9/2021 9:03:25 AM"
"108.64",,"98.99","1","BT3-0012-1","TN","8/9/2021 9:58:07 AM"
"43.14",,"39.99","1","TRIPOD-03","CA","8/9/2021 10:44:58 AM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/9/2021 10:43:15 AM"
"148.39",,"139.99","1","BT-Tripod-007","PA","8/9/2021 10:53:50 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","NJ","8/9/2021 11:09:39 AM"
"138.89",,"138.89","1","BT-TRIPOD-01","CA","8/9/2021 11:48:08 AM"
"129.70",,"118.99","1","BT2-0001-02","IL","8/9/2021 1:05:56 PM"
"129.70",,"118.99","1","BT2-0001-02","IL","8/9/2021 1:11:46 PM"
"129.70",,"118.99","1","BT2-0001-02","IL","8/9/2021 1:13:45 PM"
"115.95",,"115.95","1","BT-0005-WHT","VA","8/9/2021 1:26:13 PM"
"203.29",,"189.99","1","DBBL-52-One-2112","FL","8/9/2021 1:41:35 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MI","8/9/2021 2:06:43 PM"
"148.61",,"138.89","1","BT-TRIPOD-01","MS","8/9/2021 2:11:27 PM"
"138.89",,"138.89","1","BT-TRIPOD-01","DE","8/9/2021 2:41:00 PM"
"89.99",,"89.99","1","BT3-0012-1","OR","8/6/2021 5:08:19 PM"
"150.35",,"138.89","1","BT-TRIPOD-01","CA","8/9/2021 2:30:04 PM"
"150.35",,"138.89","1","BT-TRIPOD-01","CA","8/9/2021 2:31:25 PM"
"150.35",,"138.89","1","BT-TRIPOD-01","CA","8/9/2021 3:13:02 PM"
"639.99",,"639.99","1","DBBL-90-TWO-3","MO","8/9/2021 4:03:18 PM"
"691.19",,"639.99","1","DBBL-90-TWO-3","AL","8/6/2021 7:28:04 PM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/9/2021 6:19:29 PM"
"150.00",,"138.89","1","BT-TRIPOD-01","GA","8/9/2021 7:09:12 PM"
"298.54",,"279.99","1","Air-cooler-Big-1","NJ","8/9/2021 8:12:18 PM"
"151.39",,"138.89","1","BT-TRIPOD-01","CA","8/9/2021 8:55:30 PM"
"689.59",,"639.99","1","DBBL-90-TWO-3","CA","8/9/2021 9:47:27 PM"
"678.89",,"619.99","1","P-Aircooler-0003","CA","8/9/2021 10:02:41 PM"
"318.29",,"299.99","1","DESK03-BLK-GRY-L-11","AZ","8/9/2021 10:55:06 PM"
"297.22",,"138.89","2","BT-TRIPOD-01","MS","8/9/2021 3:23:45 PM"
"42.89",,"39.99","1","TRIPOD-03","NC","8/10/2021 9:39:34 AM"
"128.57",,"118.99","1","BT2-0001-02","AZ","8/10/2021 9:42:01 AM"
"150.91",,"139.99","1","BT-Tripod-005","AZ","8/10/2021 9:52:20 AM"
"98.99",,"98.99","1","BT3-0012-1","WY","8/10/2021 9:53:01 AM"
"275.80",,"137.90","2","BT-TRIPOD-01","IL","8/10/2021 11:04:37 AM"
"689.50",,"137.90","5","BT-TRIPOD-01","IL","8/10/2021 11:06:11 AM"
"137.90",,"137.90","1","BT-TRIPOD-01","MS","8/10/2021 11:57:21 AM"
"130.55",,"119.50","1","BT2-0001231","CA","8/10/2021 12:12:59 PM"
"275.80",,"137.90","2","BT-TRIPOD-01","NY","8/10/2021 12:19:13 PM"
"202.58",,"189.99","1","DBBL-52-One-2112","NJ","8/10/2021 12:22:26 PM"
"0.00",,,,,"OK","8/10/2021 2:33:53 PM"
"108.64",,"98.99","1","BT3-0012-1","TN","8/10/2021 2:45:05 PM"
"671.91",,"619.99","1","P-Aircooler-0003","CA","8/10/2021 2:54:11 PM"
"207.09",,"189.99","1","DBBL-52-One-2112","IL","8/10/2021 3:10:59 PM"
"132.05",,"121.99","1","BT2-m-fba","TX","8/10/2021 10:02:06 AM"
"294.34",,"275.99","1","Air-cooler-Tower-3","FL","8/10/2021 5:22:09 PM"
"279.98",,"139.99","2","BT-Tripod-005","NY","8/10/2021 5:37:39 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","NC","8/10/2021 5:54:45 PM"
"127.87",,"119.50","1","BT2-0001231","IN","8/10/2021 6:37:47 PM"
