Amount - Order Total,Item - Fill SKU,Item - Price,Item - Qty,Item - SKU,Ship To - State,Date - Order Date
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/22/2021 7:55:22 AM"
"297.18",,"137.90","2","BT-TRIPOD-01","GA","8/22/2021 5:49:58 AM"
"287.27",,"265.99","1","Air-cooler-Tower-5","NY","8/22/2021 9:50:02 AM"
"286.74",,"265.99","1","Air-cooler-Tower-5","OH","8/22/2021 11:32:56 AM"
"168.02",,"158.99","1","Air-cooler-Non-0002","FL","8/22/2021 12:28:45 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","GA","8/22/2021 12:36:05 PM"
"149.79",,"139.99","1","BT-Tripod-005","GA","8/22/2021 1:49:57 PM"
"170.73",,"158.99","1","Air-cooler-Non-0002","KS","8/22/2021 1:53:04 PM"
"349.99",,"349.99","1","DBBL-90-One-3","OR","8/22/2021 2:02:36 PM"
"886.14",,"639.99","1","DBBL-90-TWO-3","MD","8/22/2021 2:42:42 PM"
"886.14",,"195.99","1","Stand-D-002","MD","8/22/2021 2:42:42 PM"
"691.19",,"639.99","1","DBBL-90-TWO-3","NY","8/22/2021 2:46:09 PM"
"657.19",,"619.99","1","P-Aircooler-0003","MI","8/22/2021 5:17:57 PM"
"284.61",,"265.99","1","Air-cooler-Tower-5","IN","8/22/2021 5:58:24 PM"
"129.27",,"39.99","3","TRIPOD-03","CA","8/22/2021 7:24:46 PM"
"287.27",,"265.99","1","Air-cooler-Tower-5","NY","8/22/2021 9:28:10 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","ID","8/22/2021 9:32:40 PM"
"139.09",,"129.99","1","BT3-0012-1","NC","8/23/2021 4:47:03 AM"
"137.90",,"137.90","1","BT-TRIPOD-01","NY","8/23/2021 7:24:03 AM"
"179.98",,"89.99","2","BT3-0002","FL","8/23/2021 9:09:40 AM"
"303.54",,"139.99","2","BT-Tripod-005","OK","8/23/2021 9:15:17 AM"
"304.12",,"139.99","2","BT-Tripod-005","OK","8/23/2021 9:17:09 AM"
"451.47",,"139.99","3","BT-Tripod-005","KS","8/23/2021 9:18:18 AM"
"150.83",,"137.90","1","BT-TRIPOD-01","CA","8/23/2021 9:42:02 AM"
"669.59",,"619.99","1","P-Aircooler-0003","AL","8/23/2021 9:45:46 AM"
"39.99",,"39.99","1","TRIPOD-03","VA","8/23/2021 10:23:07 AM"
"663.39",,"619.99","1","P-Aircooler-0003","NC","8/23/2021 10:33:12 AM"
"298.88",,"139.99","2","BT-TRIPOD-01","NC","8/23/2021 11:23:33 AM"
"381.93",,"349.99","1","DBBL-90-One-3","AR","8/23/2021 12:01:54 PM"
"43.09",,"39.99","1","TRIPOD-03","CA","8/23/2021 12:19:40 PM"
"691.19",,"639.99","1","DBBL-90-TWO-3","NY","8/23/2021 12:29:26 PM"
"172.11",,"158.99","1","Air-cooler-Non-0002","TX","8/23/2021 1:53:57 PM"
"664.94",,"619.99","1","P-Aircooler-0003","TX","8/21/2021 1:46:56 PM"
"0.00",,,,,"NY","8/23/2021 2:57:01 PM"
"324.74",,"299.99","1","DESK03-BLK-GRY-L-11","OK","8/23/2021 2:35:31 PM"
"177.16",,"39.99","4","TRIPOD-03","CA","8/23/2021 2:44:38 PM"
"204.71",,"189.99","1","DBBL-52-One-2112","IL","8/23/2021 7:23:56 PM"
"168.53",,"158.99","1","Air-cooler-Non-0002","MI","8/23/2021 8:45:52 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/23/2021 9:29:25 PM"
"285.27",,"265.99","1","Air-cooler-Tower-5","CA","8/23/2021 9:38:52 PM"
"619.99",,"619.99","1","P-Aircooler-0003","MO","8/24/2021 5:07:50 AM"
"43.19",,"39.99","1","TRIPOD-03","SC","8/24/2021 6:43:56 AM"
"79.98",,"39.99","2","TRIPOD-03","TX","8/23/2021 8:55:11 AM"
"43.89",,"39.99","1","TRIPOD-03","CA","8/24/2021 7:36:41 AM"
"129.99",,"129.99","1","BT3-0012-1","NY","8/24/2021 7:43:51 AM"
"149.09",,"139.99","1","BT-TRIPOD-01","OH","8/24/2021 8:04:45 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","MD","8/24/2021 8:19:06 AM"
"320.99",,"299.99","1","DESK03-BRC-GRY-L-2","AR","8/24/2021 8:32:41 AM"
"296.78",,"139.99","2","BT-TRIPOD-01","MD","8/24/2021 9:03:22 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","MD","8/24/2021 9:27:54 AM"
"154.34",,"139.99","1","BT-TRIPOD-01","IL","8/24/2021 9:27:58 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","8/24/2021 9:36:09 AM"
"181.45",,"129.99","1","BT3-0012-1","NC","8/24/2021 10:11:00 AM"
"181.45",,"39.99","1","TRIPOD-03","NC","8/24/2021 10:11:00 AM"
"299.58",,"139.99","2","BT-TRIPOD-01","NC","8/24/2021 9:53:02 AM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/24/2021 10:55:38 AM"
"682.39",,"639.99","1","DBBL-90-TWO-3","NJ","8/24/2021 10:55:34 AM"
"203.29",,"189.99","1","DBBL-52-One-2112","FL","8/24/2021 11:03:51 AM"
"675.01",,"619.99","1","P-Aircooler-0003","NY","8/24/2021 11:27:41 AM"
"699.19",,"639.99","1","DBBL-90-TWO-3","CA","8/24/2021 12:41:59 PM"
"168.53",,"158.99","1","Air-cooler-Non-0002","MI","8/24/2021 1:12:01 PM"
"140.06",,"129.99","1","BT3-0012-1","GA","8/24/2021 1:21:13 PM"
"691.19",,"639.99","1","DBBL-90-TWO-3","GA","8/24/2021 1:24:54 PM"
"42.79",,"39.99","1","TRIPOD-03","GA","8/24/2021 1:31:27 PM"
"700.79",,"639.99","1","DBBL-90-TWO-3","TN","8/24/2021 1:54:02 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IN","8/24/2021 3:10:54 PM"
"153.64",,"139.99","1","BT-Tripod-007","TN","8/24/2021 4:34:37 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MI","8/24/2021 4:36:48 PM"
"669.59",,"619.99","1","P-Aircooler-0003","AL","8/24/2021 7:43:11 PM"
"316.49",,"299.99","1","DESK03-BLK-BLK-L-22","WI","8/24/2021 8:39:59 PM"
"107.21",,"98.99","1","Air-Cooler-None-Fan-1","AZ","8/24/2021 8:26:42 PM"
"281.95",,"265.99","1","Air-cooler-Tower-5","PA","8/24/2021 10:13:19 PM"
"300.28",,"139.99","2","BT-TRIPOD-01","NC","8/25/2021 2:05:49 AM"
"281.95",,"265.99","1","Air-cooler-Tower-5","VA","8/25/2021 4:27:08 AM"
"97.96",,"89.95","1","BT3-2","LA","8/25/2021 5:17:12 AM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","8/25/2021 5:46:22 AM"
"168.53",,"158.99","1","Air-cooler-Non-0002","PA","8/25/2021 6:17:06 AM"
"148.74",,"139.99","1","BT-TRIPOD-01","TX","8/25/2021 6:38:15 AM"
"42.53",,"39.99","1","TRIPOD-03","CT","8/25/2021 7:22:34 AM"
"281.95",,"265.99","1","Air-cooler-Tower-5","PA","8/25/2021 5:54:16 AM"
"639.99",,"639.99","1","DBBL-90-TWO-3","MO","8/25/2021 7:42:50 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","PA","8/25/2021 7:54:07 AM"
"755.95",,"139.99","5","BT-Tripod-007","GA","8/25/2021 8:07:44 AM"
"657.19",,"619.99","1","P-Aircooler-0003","SC","8/23/2021 8:08:08 AM"
"660.29",,"619.99","1","P-Aircooler-0003","FL","8/25/2021 8:10:49 AM"
"151.54",,"139.99","1","BT-Tripod-007","TX","8/25/2021 8:46:56 AM"
"617.36",,"139.99","4","BT-TRIPOD-01","CA","8/25/2021 8:43:10 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","ID","8/25/2021 9:11:45 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","8/25/2021 9:43:00 AM"
"140.71",,"129.99","1","BT3-0012-1","TX","8/25/2021 9:45:12 AM"
"43.59",,"39.99","1","TRIPOD-03","WA","8/25/2021 9:49:09 AM"
"684.72",,"619.99","1","P-Aircooler-0003","LA","8/25/2021 10:36:56 AM"
"279.96",,"99.99","2","BT3-01","TX","8/25/2021 10:43:30 AM"
"279.96",,"39.99","2","TRIPOD-03","TX","8/25/2021 10:43:30 AM"
"139.99",,"139.99","1","BT-Tripod-005","NY","8/25/2021 11:02:09 AM"
"419.97",,"139.99","3","BT-TRIPOD-01","NY","8/25/2021 11:13:01 AM"
"134.31",,"121.99","1","BT2-m-fba","WA","8/24/2021 3:37:22 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","GA","8/25/2021 12:18:20 PM"
"679.99",,"639.99","1","DBBL-90-TWO-3","MA","8/25/2021 12:26:43 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","TX","8/25/2021 12:37:35 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","TX","8/25/2021 1:04:44 PM"
"293.25",,"265.99","1","Air-cooler-Tower-5","IL","8/25/2021 1:25:56 PM"
"280.26",,"129.99","2","BT3-0012-1","WA","8/25/2021 2:49:51 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","MS","8/25/2021 3:15:58 PM"
"328.11",,"299.99","1","DESK03-BRC-GRY-L-2","CA","8/25/2021 3:15:41 PM"
"279.98",,"139.99","2","BT-Tripod-005","TX","8/25/2021 3:18:28 PM"
"42.79",,"39.99","1","TRIPOD-03","IN","8/25/2021 3:25:35 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","MO","8/25/2021 3:59:28 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","PA","8/25/2021 3:58:47 PM"
"269.10",,"121.99","2","BT2-m-fba","WA","8/24/2021 1:34:42 PM"
"664.01",,"619.99","1","P-Aircooler-0003","NV","8/25/2021 4:29:32 PM"
"169.52",,"158.99","1","Air-cooler-Non-0002","NJ","8/25/2021 5:58:06 PM"
"284.61",,"265.99","1","Air-cooler-Tower-5","FL","8/25/2021 6:15:07 PM"
"287.27",,"265.99","1","Air-cooler-Tower-5","NY","8/25/2021 6:37:24 PM"
"121.99",,"121.99","1","BT2-m-fba","NJ","8/25/2021 2:29:56 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/25/2021 7:57:02 PM"
"151.19",,"139.99","1","BT-Tripod-005","SC","8/25/2021 7:58:42 PM"
"87.58",,"39.99","2","TRIPOD-03","CA","8/25/2021 8:29:47 PM"
"323.24",,"299.99","1","DESK03-BLK-GRY-L-11","CA","8/25/2021 9:42:39 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","PA","8/25/2021 9:38:57 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","ID","8/25/2021 11:27:31 PM"
"121.99",,"121.99","1","BT2-m-fba","NY","8/25/2021 10:28:11 AM"
"86.38",,"39.99","2","TRIPOD-03","GA","8/26/2021 1:28:59 AM"
"43.55",,"39.99","1","TRIPOD-03","GA","8/26/2021 5:29:25 AM"
"174.49",,"158.99","1","Air-cooler-Non-0002","OK","8/26/2021 6:23:18 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","MD","8/26/2021 6:24:53 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","SC","8/26/2021 7:12:47 AM"
"219.48",,"99.99","2","BT3-01","TN","8/26/2021 7:42:03 AM"
"139.74",,"129.99","1","BT3-0012-1","OH","8/26/2021 8:19:37 AM"
"150.84",,"139.99","1","BT-TRIPOD-01","CA","8/26/2021 9:23:39 AM"
"282.61",,"265.99","1","Air-cooler-Tower-5","MA","8/26/2021 9:38:18 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","MI","8/26/2021 9:46:17 AM"
"411.32",,"189.99","2","Dumbbell-002-52-Black-1","TX","8/26/2021 10:26:01 AM"
"139.99",,"139.99","1","BT-Tripod-007","PA","8/26/2021 10:24:14 AM"
"107.95",,"99.99","1","BT3-01","CO","8/26/2021 10:35:51 AM"
"153.29",,"139.99","1","BT-TRIPOD-01","CA","8/26/2021 11:04:28 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/26/2021 11:05:14 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","DC","8/26/2021 12:38:14 PM"
"79.98",,"39.99","2","TRIPOD-03","FL","8/26/2021 12:43:00 PM"
"205.69",,"189.99","1","DBBL-52-One-2112","NV","8/26/2021 12:46:10 PM"
"282.61",,"265.99","1","Air-cooler-Tower-5","MA","8/26/2021 1:00:40 PM"
"39.99",,"39.99","1","TRIPOD-03","VA","8/26/2021 1:44:34 PM"
"42.93",,"39.99","1","TRIPOD-03","IL","8/26/2021 1:48:45 PM"
"152.24",,"139.99","1","BT-TRIPOD-01","CA","8/26/2021 2:23:20 PM"
"289.26",,"265.99","1","Air-cooler-Tower-5","CA","8/26/2021 2:55:31 PM"
"42.49",,"39.99","1","TRIPOD-03","MA","8/26/2021 3:38:13 PM"
"686.39",,"639.99","1","DBBL-90-TWO-3","CA","8/26/2021 5:20:13 PM"
"170.12",,"158.99","1","Air-cooler-Non-0002","FL","8/26/2021 7:01:44 PM"
"284.61",,"265.99","1","Air-cooler-Tower-5","FL","8/26/2021 8:56:22 PM"
"316.49",,"299.99","1","DESK03-BLK-GRY-L-11","WI","8/26/2021 9:00:03 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","8/27/2021 12:00:32 AM"
"679.99",,"639.99","1","DBBL-90-TWO-3","TX","8/25/2021 6:59:14 AM"
"148.74",,"139.99","1","BT-TRIPOD-01","MA","8/27/2021 6:38:39 AM"
"139.09",,"129.99","1","BT3-0012-1","IN","8/27/2021 7:17:26 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","SC","8/27/2021 9:03:56 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","DC","8/27/2021 9:25:50 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","VA","8/27/2021 11:17:48 AM"
"674.24",,"619.99","1","P-Aircooler-0003","OK","8/27/2021 11:45:22 AM"
"39.99",,"39.99","1","TRIPOD-03","MN","8/27/2021 11:48:00 AM"
"153.29",,"139.99","1","BT-TRIPOD-01","CA","8/27/2021 11:48:43 AM"
"323.24",,"299.99","1","DESK03-BLK-GRY-L-11","CA","8/27/2021 12:47:41 PM"
"283.28",,"265.99","1","Air-cooler-Tower-5","FL","8/27/2021 1:08:25 PM"
"294.27",,"275.99","1","Air-cooler-Tower-3","NJ","8/27/2021 1:19:25 PM"
"175.29",,"158.99","1","Air-cooler-Non-0002","IL","8/27/2021 2:28:29 PM"
"639.99",,"639.99","1","DBBL-90-TWO-3","OR","8/27/2021 2:49:05 PM"
"682.39",,"639.99","1","DBBL-90-TWO-3","NJ","8/27/2021 3:24:02 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","NY","8/27/2021 3:58:55 PM"
"289.60",,"265.99","1","Air-cooler-Tower-5","NY","8/27/2021 7:31:02 PM"
"683.19",,"639.99","1","DBBL-90-TWO-3","NC","8/27/2021 11:04:56 PM"
"293.25",,"265.99","1","Air-cooler-Tower-5","IL","8/27/2021 11:53:32 PM"
"201.39",,"189.99","1","DBBL-52-One-2112","SC","8/28/2021 6:19:14 AM"
"285.94",,"265.99","1","Air-cooler-Tower-5","FL","8/25/2021 5:26:23 PM"
"43.19",,"39.99","1","TRIPOD-03","SC","8/28/2021 8:37:43 AM"
"682.39",,"639.99","1","DBBL-90-TWO-3","NJ","8/28/2021 8:41:04 AM"
"152.59",,"139.99","1","BT-Tripod-007","AR","8/28/2021 10:10:00 AM"
"370.99",,"349.99","1","DBBL-90-One-3","MI","8/28/2021 11:42:26 AM"
"281.95",,"265.99","1","Air-cooler-Tower-5","MI","8/28/2021 12:49:21 PM"
"287.27",,"265.99","1","Air-cooler-Tower-5","NY","8/28/2021 1:46:44 PM"
"370.99",,"349.99","1","DBBL-90-One-3","VA","8/28/2021 1:54:01 PM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","8/28/2021 2:04:59 PM"
"687.99",,"639.99","1","DBBL-90-TWO-3","OH","8/28/2021 3:14:21 PM"
"173.14",,"158.99","1","Air-cooler-Non-0002","GA","8/28/2021 3:16:31 PM"
"268.62",,"121.99","2","BT2-m-fba","WA","8/25/2021 9:38:33 AM"
"287.27",,"265.99","1","Air-cooler-Tower-5","NY","8/28/2021 4:01:49 PM"
"680.63",,"639.99","1","DBBL-90-TWO-3","CT","8/28/2021 4:19:03 PM"
"663.39",,"619.99","1","P-Aircooler-0003","FL","8/28/2021 5:44:08 PM"
"658.74",,"619.99","1","P-Aircooler-0003","MA","8/28/2021 6:21:00 PM"
"1326.78",,"619.99","2","P-Aircooler-0003","FL","8/28/2021 7:12:49 PM"
"174.49",,"158.99","1","Air-cooler-Non-0002","IL","8/28/2021 7:39:05 PM"
"299.59",,"279.99","1","Air-cooler-Big-1","NC","8/28/2021 8:18:57 PM"
"668.04",,"619.99","1","P-Aircooler-0003","CA","8/28/2021 9:01:31 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/29/2021 6:08:57 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/29/2021 8:22:22 AM"
"167.42",,"158.99","1","Air-cooler-Non-0002","VA","8/29/2021 10:45:19 AM"
"678.39",,"639.99","1","DBBL-90-TWO-3","VA","8/29/2021 10:53:05 AM"
"153.29",,"139.99","1","BT-TRIPOD-01","CA","8/29/2021 11:40:20 AM"
"282.61",,"265.99","1","Air-cooler-Tower-5","MA","8/29/2021 1:12:01 PM"
"281.95",,"265.99","1","Air-cooler-Tower-5","PA","8/29/2021 1:40:15 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MD","8/29/2021 2:27:40 PM"
"281.95",,"265.99","1","Air-cooler-Tower-5","MI","8/29/2021 2:49:59 PM"
"283.94",,"265.99","1","Air-cooler-Tower-5","NC","8/29/2021 4:19:08 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","FL","8/29/2021 5:38:28 PM"
"417.29",,"389.99","1","DB-50-Pair","FL","8/29/2021 5:41:42 PM"
"275.59",,"259.99","1","Air-Cooler-Big-0001","MI","8/29/2021 5:51:19 PM"
"280.79",,"259.99","1","Air-Cooler-Big-0001","NY","8/29/2021 6:06:55 PM"
"212.65",,"195.99","1","Stand-D-002","WA","8/29/2021 6:13:00 PM"
"419.24",,"389.99","1","DB-50-Pair","IL","8/29/2021 6:26:26 PM"
"664.94",,"619.99","1","P-Aircooler-0003","NC","8/29/2021 6:14:35 PM"
"39.99",,"39.99","1","TRIPOD-03","VA","8/29/2021 6:39:10 PM"
"139.99",,"139.99","1","BT-Tripod-005","NY","8/29/2021 6:42:51 PM"
"152.06",,"139.99","1","BT-TRIPOD-01","CA","8/29/2021 7:35:22 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","TN","8/29/2021 7:51:57 PM"
"285.27",,"265.99","1","Air-cooler-Tower-5","CA","8/29/2021 9:41:35 PM"
"43.79",,"39.99","1","TRIPOD-03","CA","8/29/2021 11:51:32 PM"
"679.99",,"639.99","1","DBBL-90-TWO-3","MA","8/30/2021 5:19:20 AM"
"460.92",,"139.99","3","BT-TRIPOD-01","TN","8/30/2021 5:48:22 AM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","8/30/2021 6:34:07 AM"
"148.39",,"139.99","1","BT-TRIPOD-01","PA","8/30/2021 7:26:45 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","8/30/2021 8:28:27 AM"
"106.99",,"99.99","1","BT3-01","IA","8/30/2021 8:53:14 AM"
"129.99",,"129.99","1","BT3-0012-1","FL","8/30/2021 9:37:09 AM"
"140.39",,"129.99","1","BT3-0012-1","CO","8/30/2021 10:17:46 AM"
"204.81",,"189.99","1","Dumbbell-002-52-Black-1","AZ","8/30/2021 11:34:23 AM"
"0.00",,,,,"IL","8/30/2021 12:48:42 PM"
"155.04",,"139.99","1","BT-TRIPOD-01","AR","8/30/2021 12:55:53 PM"
"671.99",,"639.99","1","DBBL-90-TWO-3","WI","8/30/2021 2:13:04 PM"
"281.76",,"129.99","2","BT3-0012-1","NV","8/30/2021 2:35:16 PM"
"42.79",,"39.99","1","TRIPOD-03","GA","8/30/2021 2:31:00 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/30/2021 3:50:41 PM"
"288.93",,"265.99","1","Air-cooler-Tower-5","CA","8/30/2021 3:56:33 PM"
"304.28",,"275.99","1","Air-cooler-Tower-3","CA","8/30/2021 5:29:54 PM"
"168.93",,"158.99","1","Air-cooler-Non-0002","MA","8/30/2021 5:41:32 PM"
"569.22",,"265.99","2","Air-cooler-Tower-5","FL","8/30/2021 5:53:57 PM"
"151.19",,"139.99","1","BT-Tripod-005","SC","8/30/2021 6:22:33 PM"
"39.99",,"39.99","1","TRIPOD-03","FL","8/30/2021 7:39:57 PM"
"685.75",,"639.99","1","DBBL-90-TWO-3","UT","8/30/2021 7:52:50 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","WV","8/31/2021 5:48:49 AM"
"44.09",,"39.99","1","TRIPOD-03","IL","8/31/2021 7:25:01 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","LA","8/31/2021 8:08:59 AM"
"700.79",,"639.99","1","DBBL-90-TWO-3","CA","8/31/2021 9:29:24 AM"
"42.79",,"39.99","1","TRIPOD-03","NC","8/31/2021 9:44:19 AM"
"0.00",,,,,"TX","8/31/2021 11:45:24 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/31/2021 10:24:18 AM"
"106.70",,"99.99","1","BT-TRIPOD-01","AZ","8/31/2021 11:09:45 AM"
"107.79",,"99.99","1","BT-TRIPOD-01","OH","8/31/2021 11:36:18 AM"
"0.00",,,,,"WI","8/31/2021 1:24:41 PM"
"106.99",,"99.99","1","BT-Tripod-005","NC","8/31/2021 12:40:50 PM"
"292.55",,"275.99","1","Air-cooler-Tower-3","MD","8/31/2021 1:08:26 PM"
"66.12",,"29.99","2","TRIPOD-03","CA","8/31/2021 1:08:26 PM"
"99.99",,"99.99","1","BT-Tripod-005","NJ","8/31/2021 1:21:32 PM"
"99.99",,"99.99","1","BT-Tripod-005","VA","8/31/2021 3:02:57 PM"
"308.68",,"139.99","2","BT-TRIPOD-01","CA","8/31/2021 3:33:47 PM"
"288.93",,"265.99","1","Air-cooler-Tower-5","CA","8/31/2021 3:54:30 PM"
"106.74",,"99.99","1","BT-Tripod-005","IL","8/31/2021 3:53:59 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","8/31/2021 4:41:17 PM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/31/2021 4:45:58 PM"
"107.24",,"99.99","1","BT-Tripod-007","NC","8/31/2021 5:18:56 PM"
"39.99",,"39.99","1","TRIPOD-03","VA","8/31/2021 5:43:45 PM"
"671.14",,"619.99","1","P-Aircooler-0003","TX","8/31/2021 6:52:43 PM"
"106.74",,"99.99","1","BT-Tripod-005","NC","8/31/2021 7:30:41 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","SC","8/31/2021 7:45:39 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","FL","8/31/2021 9:42:28 PM"
"281.95",,"265.99","1","Air-cooler-Tower-5","MD","8/31/2021 9:44:10 PM"
"702.39",,"639.99","1","DBBL-90-TWO-3","CA","8/31/2021 11:06:18 PM"
"639.99",,"639.99","1","DBBL-90-TWO-3","OR","9/1/2021 12:45:33 AM"
"374.49",,"349.99","1","DBBL-90-One-3","IA","9/1/2021 4:30:50 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","8/31/2021 9:03:19 AM"
"682.39",,"639.99","1","DBBL-90-TWO-3","NJ","9/1/2021 8:23:24 AM"
"106.99",,"99.99","1","BT-Tripod-005","GA","9/1/2021 8:52:10 AM"
"110.29",,"99.99","1","BT-Tripod-005","WA","9/1/2021 9:05:29 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","9/1/2021 5:05:25 AM"
"619.99",,"619.99","1","P-Aircooler-0003","NJ","9/1/2021 10:32:24 AM"
"85.78",,"39.99","2","TRIPOD-03","OH","9/1/2021 11:22:52 AM"
"877.65",,"275.99","3","Air-cooler-Tower-3","MD","9/1/2021 12:33:34 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","NY","9/1/2021 1:01:43 PM"
"154.34",,"139.99","1","BT-TRIPOD-01","CA","9/1/2021 1:49:02 PM"
"683.19",,"639.99","1","DBBL-90-TWO-3","NC","9/1/2021 2:01:56 PM"
"695.19",,"639.99","1","DBBL-90-TWO-3","NY","9/1/2021 3:25:38 PM"
"319.49",,"299.99","1","DESK03-BLK-GRY-L-11","FL","9/1/2021 4:17:37 PM"
"689.59",,"639.99","1","DBBL-90-TWO-3","CA","9/1/2021 6:25:12 PM"
"675.01",,"619.99","1","P-Aircooler-0003","NY","9/1/2021 6:23:00 PM"
"890.34",,"139.99","6","BT-TRIPOD-01","MD","9/1/2021 6:39:03 PM"
"705.59",,"639.99","1","DBBL-90-TWO-3","CA","9/1/2021 6:50:30 PM"
"689.59",,"639.99","1","DBBL-90-TWO-3","CA","9/1/2021 7:51:04 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","GA","9/1/2021 8:11:59 PM"
"191.98",,"95.99","2","BT3-01","TX","9/1/2021 11:56:19 AM"
"109.49",,"99.99","1","BT-Tripod-007","CA","9/2/2021 5:44:41 AM"
"619.99",,"619.99","1","P-Aircooler-0003","FL","9/2/2021 5:53:17 AM"
"152.59",,"139.99","1","BT-TRIPOD-01","IL","9/2/2021 7:27:57 AM"
"96.29",,"89.99","1","BT2-m-fba","NC","9/1/2021 5:27:20 PM"
"99.99",,"99.99","1","BT-Tripod-007","NY","9/2/2021 9:02:46 AM"
"43.29",,"39.99","1","TRIPOD-03","CA","9/2/2021 10:09:15 AM"
"179.98",,"89.99","2","BT3-0012-1","TN","9/2/2021 10:24:05 AM"
"0.00",,,,,"WI","9/2/2021 11:07:22 AM"
"0.00",,,,,"TX","9/2/2021 11:36:14 AM"
"698.39",,"639.99","1","DBBL-90-TWO-3","CA","9/2/2021 11:12:11 AM"
"143.30",,"39.99","1","TRIPOD-03","CA","9/2/2021 12:53:48 PM"
"143.30",,"89.99","1","BT3-0012-1","CA","9/2/2021 12:53:48 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","9/2/2021 1:09:19 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IN","9/2/2021 1:27:49 PM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","9/2/2021 3:02:36 PM"
"306.22",,"139.99","2","BT-TRIPOD-01","CA","9/2/2021 3:32:50 PM"
"89.99",,"89.99","1","BT3-0012-1","NY","9/2/2021 3:52:37 PM"
"152.94",,"139.99","1","BT-TRIPOD-01","TN","9/2/2021 5:38:37 PM"
"43.19",,"39.99","1","TRIPOD-03","GA","9/2/2021 6:08:57 PM"
"757.68",,"99.99","7","BT-Tripod-007","TX","9/2/2021 6:51:38 PM"
"289.60",,"265.99","1","Air-cooler-Tower-5","NY","9/2/2021 6:27:24 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","NC","9/3/2021 6:44:54 AM"
"89.99",,"89.99","1","BT3-0012-1","OR","9/3/2021 7:25:28 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","9/3/2021 8:10:15 AM"
"0.00",,,,,"NY","9/3/2021 9:45:37 AM"
"97.19",,"89.99","1","BT3-0012-1","AL","9/3/2021 9:33:25 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NC","9/3/2021 10:09:43 AM"
"678.39",,"639.99","1","DBBL-90-TWO-3","WY","9/3/2021 10:49:36 AM"
"0.00",,,,,"GA","9/3/2021 12:07:03 PM"
